id,type,model,status,lost_by,date,nearest_location,geo,unit,tags
17118,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2023-06-14,"Yalynske, Volnovakha raion","47.66219,36.94366",,"Turretless, Shattered"
17119,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2023-06-14,"Yalynske, Volnovakha raion","47.66105,36.9353",,"Turretless, Shattered"
17120,Self-propelled artillery,152mm 2S19 'Msta-S',Damaged,Russia,2023-06-14,"Yalynske, Volnovakha raion","47.64916,36.94319",,
17121,Self-propelled artillery,152mm 2S19 'Msta-S',Damaged,Russia,2023-06-14,"Yalynske, Volnovakha raion","47.64916,36.94319",,
17122,"Radars, jammers",1L259 counter-battery radar (for 1L219M 'Zoopark-1'),Destroyed,Russia,2023-06-15,"Bakhmut raion, Donetsk oblast",,,
17124,Anti-aircraft systems,Ural-4320 with ZU-23 AA gun,Destroyed,Russia,2023-06-15,"Verkhnokamianka, Sievierodonetsk raion","48.85987,38.29281",,Cope cage
17140,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-01,"Shebekino, Shebekino raion",,,
17143,Towed artillery,152mm 2A65 'Msta-B' howitzer,Damaged,Russia,2023-06-10,"Volodyne, Volnovakha raion","47.682786,36.767045",,
17154,Transport,GAZ-3308 'Sadko',Destroyed,Russia,2023-06-10,"Robotyne, Polohy raion","47.443833,35.847389",,
17163,Infantry fighting vehicles,MT-LB,Damaged,Russia,2023-06-12,,,,"Z, O, ∧"
17164,Tanks,T-80BVM,Destroyed,Russia,2022-12-11,"Storozheve, Volnovakha raion","47.814435,36.755946",,"Turretless, Z"
17166,Transport,KamAZ 6x6 tanker,Destroyed,Russia,2022-12-31,"Tarasivka, Polohy raion","47.409950,36.123648",,"Shattered, Z"
17167,Transport,KamAZ 6x6 tanker,Destroyed,Russia,2022-12-31,"Tarasivka, Polohy raion","47.409909,36.123547",,
17168,Transport,KamAZ 6x6,Destroyed,Russia,2022-12-31,"Tarasivka, Polohy raion","47.410156,36.124034",,Flipped
17180,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-18,"Volodyne, Volnovakha raion","47.72137353705454,36.761289238929756",,
17181,Tanks,T-72B,Destroyed,Russia,2023-06-18,"Neskuchne, Volnovakha raion",,,"Z, V, ☐"
17182,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2023-06-16,"Neskuchne, Volnovakha raion",,,"Z, V, PL-1"
17184,Tanks,T-54 or 55,Destroyed,Russia,2023-06-18,"Novomykhailivka, Pokrovsk raion","47.892194,37.517139",,"Turretless, Shattered, Improvised"
17185,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-06-16,"Opytne, Bakhmut raion","48.09458,37.70676",,Z
17187,Tanks,T-72B,Destroyed,Russia,2023-06-17,"Robotyne, Polohy raion","47.481722,35.870667",,Turretless
17188,Infantry fighting vehicles,BMP-2D,Destroyed,Russia,2023-06-18,"Bilohorivka, Sievierodonetsk raion","48.9348110,38.2601492",127th (ex-7th) Separate Motor Rifle Brigade (LNR),"Turretless, Z, PL-1, Armour kit missing"
17189,Infantry fighting vehicles,BMP-1(P),Abandoned,Russia,2023-06-18,"Bilohorivka, Sievierodonetsk raion","48.9349323,38.2600721",,Cope cage
17190,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2023-06-17,"Volnovakha raion, Donetsk oblast",,,Z
17191,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2022-11-30,Kharkiv oblast,,252nd Motor Rifle Regiment,
17192,Infantry fighting vehicles,BMP-3 Obr. 2020,Destroyed,Russia,2023-06-17,"Levadne (Malynivka hromada), Polohy raion",,,"Turretless, Z"
17193,Infantry fighting vehicles,BMD-4M,Destroyed,Russia,2023-06-16,"Kreminna, Sievierodonetsk raion",,VDV (Russian Airborne Forces),Turretless
17194,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2023-06-16,"Bakhmut raion, Donetsk oblast",,,
17195,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2023-05-31,"Blahodatne (Velyka Novosilka hromada), Volnovakha raion",,155th Separate Naval Infantry Brigade,Turretless
17196,Engineering,BREM-1 armoured recovery vehicle,Captured,Russia,2023-06-16,Donetsk oblast,,,Z
17197,Engineering,EOV-3521 excavator,Captured,Russia,2023-02-28,"Avdiivka, Pokrovsk raion",,,"Z, Damaged"
17198,Towed artillery,152mm 2A36 'Giatsint-B' field gun,Destroyed,Russia,2023-06-16,"Bakhmut raion, Donetsk oblast",,,
17200,"Radars, jammers",1RL232 SNAR-10 'Leopard' battlefield surveillance radar,Damaged,Russia,2023-06-17,"Verbove, Polohy raion","47.427722,35.971167",,
17201,Transport,Ural-4320,Destroyed,Russia,2023-06-18,Zaporizhzhia oblast,,,
17208,Tanks,T-80BVM,Damaged,Russia,2023-06-13,"Zavitne Bazhannia, Volnovakha raion","47.7223,36.82112",,
17212,Anti-aircraft systems,9A331M TLAR (for 9K332 'Tor-M2'),Damaged,Russia,2023-06-14,"Korobky, Kakhovka raion","46.758278,33.498639",,Z
17219,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-15,"Pervomaiske (Ocheretyne hromada), Pokrovsk raion","48.06603,37.6355",,Turretless
17224,Transport,Ural-4320,Destroyed,Russia,2023-06-16,"Nova Kakhovka, Kakhovka raion","46.741530,33.359327",,"Z, KUNG"
17226,Transport,Ural-43206,Destroyed,Russia,2023-06-16,"Kurdiumivka, Bakhmut raion","48.460967,37.961318",,
17230,Rocket and missile artillery,220mm 9P140 BM-27 (for 9K57 'Uragan'),Damaged,Russia,2023-06-16,"Petrivske, Volnovakha raion","47.645029,37.142358",,
17231,Towed artillery,122mm 2A18 D-30 howitzer,Damaged,Russia,2023-06-15,"Pidhorodne, Bakhmut raion","48.639833,38.032972",,
17234,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2023-06-18,"Volnovakha raion, Donetsk oblast",,,"Turretless, V, ☐"
17237,Infantry fighting vehicles,MT-LBVM(K),Captured,Russia,2022-05-20,Kharkiv oblast,,,Z
17241,Tanks,T-80BV,Destroyed,Russia,2023-06-21,"Spirne, Bakhmut raion","48.80938,38.25452",,Turretless
17242,Tanks,T-80BVM,Destroyed,Russia,2023-06-20,"Neskuchne, Volnovakha raion",,,"Turretless, Shattered"
17243,Tanks,T-90A,Destroyed,Russia,2023-04-23,"Mariupol raion, Donetsk oblast",,,
17245,Tanks,T-80BV,Destroyed,Russia,2023-06-20,"Zherebianky, Vasylivka raion","47.502778,35.437778",,"Turretless, Stugna"
17246,Rocket and missile artillery,BTR-80 with 57mm UB-32 unguided aircraft rocket pods,Damaged,Russia,2023-06-19,"Yehorivka, Volnovakha raion","47.723801,37.269258",,V
17247,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2023-06-19,"Bakhmut raion, Donetsk oblast",,,Turretless
17248,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2022-03-31,"Konotop, Konotop raion",,,"O, Damaged"
17249,Infantry fighting vehicles,Unknown IFV,Destroyed,Russia,2023-06-19,"Pobieda, Pokrovsk raion","47.899778,37.50275",,
17250,Infantry fighting vehicles,BMP-3,Destroyed,Russia,2023-06-20,"Zherebianky, Vasylivka raion","47.503024,35.439958",,Turretless
17251,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Destroyed,Russia,2023-06-19,"Marinka, Pokrovsk raion","47.895472,37.516917",,"V, Cope cage"
17252,Infantry fighting vehicles,BMP-3,Damaged,Russia,2023-06-20,"Pryiutne, Polohy raion","47.731417,36.640694",,
17253,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Damaged,Russia,2023-06-17,"Zherebianky, Vasylivka raion","47.501639,35.432056",,
17254,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2023-03-13,"Polohy raion, Zaporizhzhia oblast",,,"Turretless, Z"
17255,Infantry fighting vehicles,BTR-82A(M),Damaged,Russia,2023-06-20,"Vuhledar, Volnovakha raion","47.73558,37.265",,
17256,Towed artillery,152mm 2A65 'Msta-B' howitzer,Damaged,Russia,2023-06-20,"Verbove, Polohy raion","47.40225,35.918389",,
17258,Self-propelled artillery,152mm 2S19M2 'Msta-S',Destroyed,Russia,2023-06-10,Zaporizhzhia oblast,,,"Turretless, Shattered"
17259,Self-propelled artillery,240mm 2S4 'Tyulpan',Destroyed,Russia,2023-06-19,"Ivanhrad, Bakhmut raion","48.554528,38.040278",,
17260,Helicopters,Ka-52 'Alligator' attack helicopter,Damaged,Russia,2023-06-19,"Azovske, Berdiansk raion","46.815483,36.711504",,"V, ☐"
17261,Drones,Supercam S350 reconnaissance UAV,Destroyed,Russia,2023-06-20,"Siversk, Bakhmut raion",,,
17262,Transport,Ural-4320,Destroyed,Russia,2023-06-17,East Ukraine,,,"O, ∇"
17263,Transport,Ural-4320,Destroyed,Russia,2023-06-17,East Ukraine,,,"O, ∇"
17264,Transport,Ural-4320,Destroyed,Russia,2023-06-17,East Ukraine,,,Flipped
17265,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2023-06-17,Mykolaiv oblast,,,"Turretless, Shattered"
17266,Transport,Ural-4320,Destroyed,Russia,2023-06-20,"Kairy, Kakhovka raion","46.900778,33.650222",Eastern Military District,
17278,Tanks,T-80BV,Destroyed,Russia,2023-05-15,"Chervonopopivka, Sievierodonetsk raion","49.115559,38.077651",,"Turretless, O"
17279,Infantry fighting vehicles,BTR-D,Destroyed,Russia,2023-06-19,"Klishchiivka, Bakhmut raion","48.52459,37.93078",,Z
17285,Transport,Ural-4320,Destroyed,Russia,2023-06-17,"Holykove, Sievierodonetsk raion","49.175194,38.12325",,
17286,Engineering,UMZ-K mine laying vehicle,Destroyed,Russia,2023-06-15,"Staromaiorske, Volnovakha raion","47.763611,36.784972",,"V, ☐"
17287,Engineering,UMZ-K mine laying vehicle,Destroyed,Russia,2023-06-17,"Makarivka, Volnovakha raion","47.782861,36.800472",,V
17288,Tanks,T-80BV,Destroyed,Russia,2022-07-18,"Zolotarivka, Sievierodonetsk raion","48.87965,38.25018",,Turretless
17291,Transport,GAZ-66,Destroyed,Russia,2023-06-17,"Staromaiorske, Volnovakha raion","47.747158,36.794681",,
17292,Tanks,T-72B Obr. 1989,Destroyed,Russia,2023-06-17,"Urozhaine, Volnovakha raion","47.755722,36.874722",,
17293,Tanks,T-80BV,Damaged,Russia,2023-06-17,"Zavitne Bazhannia, Volnovakha raion","47.720333,36.813917",,
17294,Tanks,Unknown tank,Destroyed,Russia,2023-06-17,"Staromaiorske, Volnovakha raion","47.747158,36.794681",,Turretless
17295,Tanks,T-80BV,Destroyed,Russia,2023-06-18,"Robotyne, Polohy raion","47.474472,35.835417",,Z
17299,Tanks,T-80BV,Destroyed,Russia,2023-06-18,"Robotyne, Polohy raion","47.471167,35.828833",,Z
17300,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-19,"Staromaiorske, Volnovakha raion","47.75730,36.74774",,
17302,Transport,KamAZ 6x6,Captured,Russia,2022-11-30,"Dudchany, Beryslav raion",,,Z
17303,Infantry fighting vehicles,MT-LB,Captured,Russia,2022-03-07,"Chornohlazivka, Bohodukhiv raion","50.25752,36.03816",,
17309,Helicopters,Mi-24P attack helicopter,Destroyed,Russia,2023-06-22,"Lyasnaya, Brest oblast",,440th Separate Helicopter Regiment,Z
17310,Helicopters,Ka-52 'Alligator' attack helicopter,Destroyed,Russia,2023-06-24,"Komintern, Talovaya raion","51.12187,40.64655",15th Army Aviation Brigade,Shattered
17313,Drones,Orion UCAV,Destroyed,Russia,2022-05-31,"Mariupol, Mariupol raion",,,
17315,Tanks,T-62MV,Destroyed,Russia,2023-06-30,"Oleksandrivka, Donetsk raion","47.894056,37.524778",,"Turretless, Shattered, Cope cage"
17317,Helicopters,Mi-8MTPR-1 electronic warfare helicopter,Destroyed,Russia,2023-06-23,"Luhansk, Luhansk raion",,16th Army Aviation Brigade,
17318,Helicopters,Mi-8MTPR-1 electronic warfare helicopter,Destroyed,Russia,2023-06-24,"Pavlovsk, Pavlovsk raion","50.429668,40.139923",,"Shattered, O, ∇"
17322,Infantry fighting vehicles,BTR-80,Destroyed,Russia,2022-11-30,"Kupiansk raion, Kharkiv oblast",,,V
17323,Tanks,T-72B3,Destroyed,Russia,2022-11-30,Kharkiv oblast,,,
17325,Infantry fighting vehicles,BTR-82A(M),Captured,Russia,2022-11-30,"Kupiansk raion, Kharkiv oblast",,27th Separate Motor Rifle Brigade,Z
17326,Infantry fighting vehicles,BTR-82AT,Captured,Russia,2022-11-30,"Kupiansk raion, Kharkiv oblast",,,Armour kit missing
17327,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2023-06-12,"Blahodatne (Velyka Novosilka hromada), Volnovakha raion",,60th Separate Motor Rifle Brigade,"V, PL-1, ☐"
17328,Transport,Ural-4320,Destroyed,Russia,2022-11-30,"Prydniprovske, Kherson raion","46.67636,32.78315",,"Z, V, Flipped"
17330,Anti-aircraft systems,Ural-4320 with ZU-23 AA gun,Destroyed,Russia,2023-05-25,Luhansk oblast,,,
17332,Transport,KamAZ 6x6,Destroyed,Russia,2023-05-22,East Ukraine,,Leningrad Military District,
17336,"Command posts, communication",R-161 signals vehicle,Destroyed,Russia,2023-06-22,Kherson oblast,,,KUNG
17337,Airplanes,Il-22 airborne command post,Destroyed,Russia,2023-06-24,"Kantemirovka, Kantemirovka raion","49.649689,39.846627",610th Center for Combat Use and Retraining of Military Transport Aviation Flight Personnel,Shattered
17340,Drones,'Orlan-10' reconnaissance UAV,Destroyed,Russia,2023-06-22,,,,
17343,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-06-21,"Kreminna, Sievierodonetsk raion",,,Z
17347,Tanks,Unknown tank,Destroyed,Russia,2023-06-23,"Bakhmut, Bakhmut raion","48.639,37.997694",,Turretless
17348,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-06-23,"Opytne, Bakhmut raion",,,Z
17350,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-23,"Marinka, Pokrovsk raion","47.959330,37.494900",,"Z, O, Cope cage"
17352,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2023-05-09,,,,"Turretless, Flipped"
17353,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2023-06-05,"Spartak, Donetsk raion","48.08926,37.75334",,
17354,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2023-06-05,"Spartak, Donetsk raion","48.08920,37.75336",,
17355,Infantry fighting vehicles,BMP-1 or 2,Destroyed,Russia,2023-06-24,Donetsk oblast,,,
17356,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2023-06-05,"Yehorivka, Volnovakha raion","47.704233,37.209486",,"Turretless, Flipped"
17357,Infantry mobility vehicles,Remdiesel Z-STS 'Akhmat',Destroyed,Russia,2023-06-23,"Vasylivka raion, Zaporizhzhia oblast",,,
17361,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2023-06-23,"Mala Kardashynka, Skadovsk raion","46.497723,32.554512",,
17362,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2023-06-22,"Bakhmut, Bakhmut raion","48.639889,37.996556",,
17363,Towed artillery,122mm 2A18 D-30 howitzer,Damaged,Russia,2023-06-21,"Bakhmut raion, Donetsk oblast",,,
17364,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2023-06-22,"Pavlivske, Polohy raion","47.475694,36.08725",,
17365,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2023-06-22,"Pavlivske, Polohy raion","47.470944,36.082111",,
17366,Self-propelled artillery,240mm 2S4 'Tyulpan',Damaged,Russia,2023-06-22,"Kodema, Bakhmut raion","48.455972,38.108861",,
17368,Self-propelled artillery,240mm 2S4 'Tyulpan',Destroyed,Russia,2023-06-24,Zaporizhzhia oblast,,,
17369,Drones,'Eleron-3' reconnaissance UAV,Captured,Russia,2023-06-22,,,,
17370,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-23,Kherson oblast,,,Shattered
17371,Engineering,REM-KL recovery vehicle,Destroyed,Russia,2023-06-23,Kherson oblast,,,
17378,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-17,"Ocheretuvate (Tokmak hromada), Polohy raion","47.361694,35.985611",,
17383,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-21,Luhansk oblast,,,
17384,Transport,Ural-4320,Damaged,Russia,2023-02-28,,,,
17385,Tanks,T-80BV,Destroyed,Russia,2023-06-21,"Spirne, Bakhmut raion","48.81383,38.26558",,Turretless
17386,Tanks,T-80BV,Destroyed,Russia,2023-06-21,"Spirne, Bakhmut raion","48.80977,38.25991",,Turretless
17387,Transport,Ural-4320,Destroyed,Russia,2023-06-21,Zaporizhzhia oblast,,,"Improvised, Additional armour"
17390,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2023-04-16,Luhansk oblast,,,"Turretless, Z, PL-1"
17391,Infantry fighting vehicles,BMP-3,Destroyed,Russia,2023-06-24,"Staromaiorske, Volnovakha raion","47.758611,36.756417",,
17392,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Damaged,Russia,2023-06-24,"Donetsk, Donetsk raion","48.041361,37.809722",,
17393,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Damaged,Russia,2023-06-24,"Donetsk, Donetsk raion","48.041361,37.809722",,
17394,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2023-06-24,"Donetsk, Donetsk raion","48.041361,37.809722",,
17395,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2024-03-29,"Pervomaiske (Ocheretyne hromada), Pokrovsk raion","48.065015,37.628099",,Z
17400,Engineering,'Zemledeliye' remote mine-laying system,Destroyed,Russia,2023-06-22,"Tavriia, Vasylivka raion","47.353486,35.543812",,Z
17401,Transport,ZiL-131,Destroyed,Russia,2023-06-23,"Volnovakha raion, Donetsk oblast",,,"Z, ⧸, KUNG"
17403,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Damaged,Russia,2023-06-23,"Staromlynivka, Volnovakha raion",,,
17404,"Radars, jammers",R-330Zh 'Zhytel' electronic warfare station,Destroyed,Russia,2023-06-22,"Sadove, Polohy raion","47.302472,35.656917",,KUNG
17406,Drones,ZALA Z-16 (421-16Е) reconnaissance UAV,Destroyed,Russia,2023-06-15,,,,
17407,Drones,ZALA Z-16 (421-16Е) reconnaissance UAV,Captured,Russia,2022-11-30,,,,
17408,Transport,KamAZ 6x6,Destroyed,Russia,2022-11-27,Donetsk oblast,,,
17409,Other,Unknown vehicle,Destroyed,Russia,2023-06-22,"Nove (Tokmak hromada), Polohy raion","47.347861,35.764306",,
17410,Transport,KamAZ 6x6,Damaged,Russia,2023-06-23,Kherson oblast,,,
17416,Transport,Ural-4320,Destroyed,Russia,2022-08-31,"Sievierodonetsk raion, Luhansk oblast",,,
17420,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-24,"Serebrianka reserve, Sievierodonetsk raion","48.98253,38.23444",,
17421,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Damaged,Russia,2023-06-24,"Zemlianky, Donetsk raion","48.125861,37.903944",,
17422,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Damaged,Russia,2023-06-24,"Zemlianky, Donetsk raion","48.125861,37.903944",,
17426,Transport,KamAZ 6x6 with MM-501 armoured module,Destroyed,Russia,2022-11-01,"Vovchansk, Chuhuiv raion",,,
17429,Rocket and missile artillery,122mm 9P138 (for 9K55 'Grad-1'),Damaged,Russia,2023-06-27,,,,
17430,Infantry fighting vehicles,MT-LB,Destroyed,Russia,2023-06-26,"Klishchiivka, Bakhmut raion","48.53225,37.90566",,"Turretless, Z"
17431,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-05-24,"Pryiutne, Polohy raion","47.75777,36.68045",394th Motor Rifle Regiment,
17432,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-05-24,"Pryiutne, Polohy raion","47.75784,36.68034",394th Motor Rifle Regiment,
17433,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2023-06-23,"Marinka, Pokrovsk raion",,,Turretless
17434,Infantry fighting vehicles,BMP-1(P),Destroyed,Russia,2022-08-31,,,,"Turretless, Shattered"
17435,Infantry fighting vehicles,BMP-1(P),Abandoned,Russia,2023-06-25,"Rivnopil (Velyka Novosilka hromada), Volnovakha raion","47.759646,36.680300",,
17436,Transport,Ural-4320,Abandoned,Russia,2023-06-25,"Rivnopil (Velyka Novosilka hromada), Volnovakha raion","47.75916,36.68026",,Damaged
17437,Infantry fighting vehicles,BMD-2,Destroyed,Russia,2023-06-26,"Oleshky, Kherson raion","46.639111,32.722528",VDV (Russian Airborne Forces),
17439,Infantry fighting vehicles,BTR-80,Destroyed,Russia,2023-01-25,,,,Z
17440,Infantry fighting vehicles,BTR-D,Destroyed,Russia,2023-02-28,Luhansk oblast,,,Flipped
17441,Infantry mobility vehicles,KamAZ-435029 'Patrol-A',Destroyed,Russia,2023-01-25,,,,
17442,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Damaged,Russia,2023-06-24,Rostov oblast,,Rosgvardiya,Z
17443,Anti-aircraft systems,9A34M/35M TELAR (for 9K35 'Strela-10'),Destroyed,Russia,2023-06-25,"Vershyna, Bakhmut raion","48.505583,38.103111",,Z
17444,Transport,GAZ-66,Damaged,Russia,2022-12-12,,,,Z
17445,Transport,Ural-4320,Destroyed,Russia,2023-01-25,,,,
17446,Transport,Ural-4320,Damaged,Russia,2023-06-10,East Ukraine,,,
17447,Transport,Ural-4320,Damaged,Russia,2023-06-22,Luhansk oblast,,,"Z, ◇"
17448,Transport,KamAZ 6x6 tanker,Destroyed,Russia,2023-06-27,"Trudove (Tokmak hromada), Polohy raion","47.25041,35.99381",,
17449,Transport,Unknown tanker,Destroyed,Russia,2023-06-25,"Novohorivka, Vasylivka raion","47.366764,35.519492",,
17450,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-25,"Novohorivka, Vasylivka raion","47.367262,35.520075",,
17451,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-25,"Novohorivka, Vasylivka raion","47.367263,35.520351",,
17452,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-25,"Novohorivka, Vasylivka raion","47.367120,35.520391",,
17453,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-25,"Novohorivka, Vasylivka raion","47.366850,35.520513",,
17454,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-25,"Novohorivka, Vasylivka raion","47.366731,35.519986",,
17455,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-25,"Novohorivka, Vasylivka raion","47.366691,35.520375",,
17472,Transport,Ural-4320,Destroyed,Russia,2023-06-23,Luhansk oblast,,,
17474,Tanks,Unknown tank,Destroyed,Russia,2023-05-30,"Berkhivka, Bakhmut raion","48.650528,37.959472",,
17476,Self-propelled artillery,152mm 2S19M2 'Msta-S',Damaged,Russia,2023-06-17,,,,"Z, ☐"
17477,Transport,Ural-4320,Destroyed,Russia,2023-06-24,"Rogachevka, Novaya Usman raion","51.485944,39.535806",Wagner PMC,
17478,Transport,Ural-4320,Destroyed,Russia,2023-06-20,,,,Shattered
17479,Transport,KamAZ 6x6,Destroyed,Russia,2023-06-24,Voronezh oblast,,Wagner PMC,
17485,Infantry fighting vehicles,BMP-1 or 2,Destroyed,Russia,2023-06-25,"Spirne, Bakhmut raion","48.81048,38.26234",,
17491,Drones,'Orlan-10' reconnaissance UAV,Destroyed,Russia,2023-06-23,,,,Shattered
17492,Infantry fighting vehicles,BTR-80 or 82,Destroyed,Russia,2023-05-31,"Vuhledar, Volnovakha raion","47.754583,37.273278",,Turretless
17496,Anti-aircraft systems,MT-LB with ZU-23 AA gun,Destroyed,Russia,2023-06-26,"Klishchiivka, Bakhmut raion",,,
17497,Anti-aircraft systems,9A39M1-2 TEL (for 9K37M1-2 'Buk-M1-2'),Destroyed,Russia,2022-10-16,"Izium, Izium raion",,,
